Ticker_ID,Asset_ID,Current_Price,Volatility_Index,Timestamp
TKR_005123,AST_01025,684.66,32.02,2026-05-04 01:46:50
TKR_005124,AST_01020,388.71,10.08,2026-04-11 12:46:50
TKR_005125,AST_01034,227.55,53.58,2026-04-22 06:46:50
TKR_005126,AST_01031,255.41,74.94,2026-04-28 01:46:50
TKR_005127,AST_01028,836.25,54.1,2026-05-06 03:46:50
TKR_005128,AST_01015,449.18,25.73,2026-04-30 17:46:50
TKR_005129,AST_01007,228.2,60.16,2026-04-22 20:46:50
TKR_005130,AST_01032,283.08,27.06,2026-04-30 15:46:50
TKR_005131,AST_01035,498.99,71.55,2026-04-12 19:46:50
TKR_005132,AST_01004,101.11,65.14,2026-04-16 13:46:50
TKR_005133,AST_01017,651.26,51.09,2026-05-01 23:46:50
TKR_005134,AST_01042,348.11,34.16,2026-04-23 14:46:50
TKR_005135,AST_01035,520.16,70.87,2026-05-02 14:46:50
TKR_005136,AST_01044,908.32,38.75,2026-04-15 07:46:50
TKR_005137,AST_01020,382.64,67.45,2026-05-01 12:46:50
TKR_005138,AST_01009,701.32,51.31,2026-04-23 04:46:50
TKR_005139,AST_01006,720.73,41.98,2026-05-05 03:46:50
TKR_005140,AST_01046,912.78,15.24,2026-04-12 20:46:50
TKR_005141,AST_01016,590.29,69.62,2026-04-18 12:46:50
TKR_005142,AST_01043,168.69,72.12,2026-05-05 10:46:50
TKR_005143,AST_01031,213.08,74.47,2026-05-05 19:46:50
TKR_005144,AST_01014,137.06,59.27,2026-04-28 03:46:50
TKR_005145,AST_01006,747.86,13.22,2026-04-22 09:46:50
TKR_005146,AST_01003,490.16,49.61,2026-04-17 13:46:50
TKR_005147,AST_01011,105.6,53.38,2026-04-13 19:46:50
TKR_005148,AST_01015,564.19,42.17,2026-04-23 04:46:50
TKR_005149,AST_01042,360.68,57.43,2026-04-08 14:46:50
TKR_005150,AST_01010,171.91,30.94,2026-04-10 11:46:50
TKR_005151,AST_01027,266.79,36.93,2026-04-30 09:46:50
TKR_005152,AST_01030,457.71,30.71,2026-04-11 18:46:50
TKR_005153,AST_01044,867.95,10.57,2026-04-14 21:46:50
TKR_005154,AST_01043,173.42,62.16,2026-05-02 01:46:50
TKR_005155,AST_01018,882.63,25.33,2026-05-02 19:46:50
TKR_005156,AST_01012,867.78,56.14,2026-04-28 00:46:50
TKR_005157,AST_01008,823.21,31.63,2026-04-25 20:46:50
TKR_005158,AST_01028,845.25,73.67,2026-04-09 23:46:50
TKR_005159,AST_01020,310.79,78.0,2026-05-01 06:46:50
TKR_005160,AST_01033,877.0,67.73,2026-04-24 05:46:50
TKR_005161,AST_01030,481.46,66.3,2026-05-08 23:46:50
TKR_005162,AST_01029,689.62,70.21,2026-05-06 00:46:50
TKR_005163,AST_01046,860.11,65.35,2026-04-29 17:46:50
TKR_005164,AST_01000,123.21,28.35,2026-04-16 14:46:50
TKR_005165,AST_01024,266.39,26.37,2026-05-04 11:46:50
TKR_005166,AST_01001,233.52,55.34,2026-04-27 17:46:50
TKR_005167,AST_01040,669.96,38.58,2026-05-04 22:46:50
TKR_005168,AST_01008,851.58,18.13,2026-04-09 09:46:50
TKR_005169,AST_01015,566.01,62.02,2026-05-06 12:46:50
TKR_005170,AST_01034,219.28,39.04,2026-04-21 23:46:50
TKR_005171,AST_01006,750.42,29.58,2026-05-04 13:46:50
TKR_005172,AST_01044,916.61,69.88,2026-04-19 14:46:50
TKR_005173,AST_01006,708.7,37.87,2026-04-29 20:46:50
TKR_005174,AST_01012,814.35,24.85,2026-05-05 14:46:50
TKR_005175,AST_01040,703.08,27.05,2026-04-27 01:46:50
TKR_005176,AST_01008,838.1,48.79,2026-05-03 02:46:50
TKR_005177,AST_01037,420.6,20.33,2026-04-14 07:46:50
TKR_005178,AST_01038,389.36,65.9,2026-04-08 04:46:50
TKR_005179,AST_01007,196.42,26.66,2026-04-29 04:46:50
TKR_005180,AST_01020,304.55,17.96,2026-04-08 01:46:50
TKR_005181,AST_01004,102.9,17.63,2026-04-23 11:46:50
TKR_005182,AST_01032,276.25,73.61,2026-04-15 01:46:50
TKR_005183,AST_01042,362.86,14.26,2026-04-24 20:46:50
TKR_005184,AST_01030,446.06,59.87,2026-05-05 21:46:50
TKR_005185,AST_01028,887.1,14.6,2026-04-10 10:46:50
TKR_005186,AST_01017,678.75,36.66,2026-04-27 17:46:50
TKR_005187,AST_01038,372.26,59.12,2026-04-24 16:46:50
TKR_005188,AST_01041,905.51,25.05,2026-04-28 17:46:50
TKR_005189,AST_01028,906.33,37.91,2026-05-06 10:46:50
TKR_005190,AST_01046,886.2,36.2,2026-04-11 10:46:50
TKR_005191,AST_01009,672.5,15.98,2026-04-29 02:46:50
TKR_005192,AST_01027,283.64,48.95,2026-04-11 11:46:50
TKR_005193,AST_01037,435.22,38.76,2026-05-08 10:46:50
TKR_005194,AST_01042,331.22,30.13,2026-05-08 23:46:50
TKR_005195,AST_01019,289.66,25.7,2026-04-16 16:46:50
TKR_005196,AST_01006,691.18,29.5,2026-04-19 11:46:50
TKR_005197,AST_01014,139.92,67.29,2026-05-03 17:46:50
TKR_005198,AST_01039,261.72,56.05,2026-04-29 00:46:50
TKR_005199,AST_01044,894.87,31.63,2026-04-13 08:46:50
TKR_005200,AST_01021,276.13,38.05,2026-04-16 04:46:50
TKR_005201,AST_01009,672.54,47.13,2026-05-01 00:46:50
TKR_005202,AST_01024,273.65,60.51,2026-04-21 05:46:50
TKR_005203,AST_01049,990.53,20.89,2026-05-08 02:46:50
TKR_005204,AST_01048,371.51,56.34,2026-04-24 02:46:50
TKR_005205,AST_01031,254.47,34.16,2026-04-27 08:46:50
TKR_005206,AST_01007,232.05,13.18,2026-04-17 18:46:50
TKR_005207,AST_01025,674.11,24.79,2026-04-24 06:46:50
TKR_005208,AST_01008,780.51,44.82,2026-05-02 10:46:50
TKR_005209,AST_01027,280.66,45.02,2026-04-10 17:46:50
TKR_005210,AST_01042,359.31,12.96,2026-05-03 12:46:50
TKR_005211,AST_01001,232.68,59.66,2026-04-22 10:46:50
TKR_005212,AST_01026,861.98,22.03,2026-04-14 00:46:50
TKR_005213,AST_01039,248.24,69.11,2026-04-22 11:46:50
TKR_005214,AST_01015,485.21,62.21,2026-04-21 16:46:50
TKR_005215,AST_01014,133.72,17.98,2026-04-18 02:46:50
TKR_005216,AST_01032,266.09,77.08,2026-04-14 11:46:50
TKR_005217,AST_01041,854.62,23.81,2026-05-01 03:46:50
TKR_005218,AST_01038,342.5,53.96,2026-04-12 20:46:50
TKR_005219,AST_01029,655.51,74.69,2026-05-02 18:46:50
TKR_005220,AST_01036,158.46,77.97,2026-04-28 19:46:50
TKR_005221,AST_01020,369.06,29.23,2026-04-12 15:46:50
TKR_005222,AST_01003,567.1,35.81,2026-04-19 09:46:50
TKR_005223,AST_01018,866.61,45.49,2026-04-10 02:46:50
TKR_005224,AST_01029,684.96,41.48,2026-04-26 23:46:50
TKR_005225,AST_01036,160.92,20.56,2026-04-28 19:46:50
TKR_005226,AST_01003,569.87,55.23,2026-04-19 10:46:50
TKR_005227,AST_01002,745.05,52.69,2026-04-15 14:46:50
TKR_005228,AST_01023,248.28,51.85,2026-04-19 12:46:50
TKR_005229,AST_01040,655.77,57.49,2026-04-28 10:46:50
TKR_005230,AST_01018,896.55,52.19,2026-04-16 21:46:50
TKR_005231,AST_01009,676.02,34.49,2026-04-15 21:46:50
TKR_005232,AST_01041,894.36,75.66,2026-04-30 04:46:50
TKR_005233,AST_01019,290.04,68.03,2026-04-25 10:46:50
TKR_005234,AST_01047,520.08,39.64,2026-04-29 02:46:50
TKR_005235,AST_01023,248.37,63.63,2026-04-08 05:46:50
TKR_005236,AST_01012,813.12,69.11,2026-04-15 04:46:50
TKR_005237,AST_01006,746.44,12.64,2026-04-24 23:46:50
TKR_005238,AST_01021,276.98,20.8,2026-05-06 04:46:50
TKR_005239,AST_01011,104.97,21.59,2026-05-04 19:46:50
TKR_005240,AST_01028,896.87,77.87,2026-04-09 21:46:50
TKR_005241,AST_01039,252.01,26.74,2026-04-17 14:46:50
TKR_005242,AST_01030,472.54,49.93,2026-05-06 11:46:50
TKR_005243,AST_01028,867.23,46.92,2026-04-23 00:46:50
TKR_005244,AST_01010,157.99,27.5,2026-05-04 19:46:50
TKR_005245,AST_01041,924.42,59.8,2026-04-23 17:46:50
TKR_005246,AST_01033,922.49,29.1,2026-05-02 02:46:50
TKR_005247,AST_01032,282.17,25.54,2026-04-12 02:46:50
TKR_005248,AST_01028,870.13,37.75,2026-05-06 00:46:50
TKR_005249,AST_01023,240.45,75.16,2026-04-15 02:46:50
TKR_005250,AST_01045,736.64,30.08,2026-04-28 04:46:50
TKR_005251,AST_01030,473.8,41.4,2026-05-01 00:46:50
TKR_005252,AST_01000,116.01,75.82,2026-05-03 08:46:50
TKR_005253,AST_01038,380.09,13.34,2026-04-25 00:46:50
TKR_005254,AST_01026,787.57,68.57,2026-04-28 14:46:50
TKR_005255,AST_01031,247.6,20.05,2026-04-27 20:46:50
TKR_005256,AST_01027,277.0,23.11,2026-04-08 07:46:50
TKR_005257,AST_01042,331.78,46.82,2026-04-10 11:46:50
TKR_005258,AST_01032,257.15,71.13,2026-05-03 17:46:50
TKR_005259,AST_01002,724.95,11.14,2026-04-28 11:46:50
TKR_005260,AST_01004,104.08,64.01,2026-04-19 21:46:50
TKR_005261,AST_01047,505.02,33.7,2026-05-02 01:46:50
TKR_005262,AST_01041,882.81,58.68,2026-04-13 21:46:50
TKR_005263,AST_01040,698.25,76.05,2026-04-13 02:46:50
TKR_005264,AST_01002,771.93,32.09,2026-04-17 06:46:50
TKR_005265,AST_01019,271.97,55.28,2026-04-24 17:46:50
TKR_005266,AST_01018,888.1,33.23,2026-04-19 01:46:50
TKR_005267,AST_01007,237.25,37.07,2026-05-03 12:46:50
TKR_005268,AST_01011,106.14,46.35,2026-04-23 11:46:50
TKR_005269,AST_01005,612.21,67.56,2026-05-01 13:46:50
TKR_005270,AST_01034,223.22,30.69,2026-04-17 02:46:50
TKR_005271,AST_01028,894.25,34.61,2026-04-27 05:46:50
TKR_005272,AST_01002,751.8,40.45,2026-05-01 11:46:50
TKR_005273,AST_01040,695.18,38.43,2026-05-03 02:46:50
TKR_005274,AST_01032,282.34,19.99,2026-05-03 05:46:50
TKR_005275,AST_01038,303.66,55.16,2026-04-29 01:46:50
TKR_005276,AST_01023,256.88,76.42,2026-04-20 01:46:50
TKR_005277,AST_01023,202.23,32.01,2026-04-22 18:46:50
TKR_005278,AST_01017,680.31,44.93,2026-04-15 00:46:50
TKR_005279,AST_01024,284.87,59.28,2026-05-07 08:46:50
TKR_005280,AST_01013,784.8,19.5,2026-04-27 15:46:50
TKR_005281,AST_01004,102.2,16.15,2026-04-22 22:46:50
TKR_005282,AST_01043,169.38,59.67,2026-05-08 10:46:50
TKR_005283,AST_01035,516.1,59.83,2026-04-25 09:46:50
TKR_005284,AST_01044,877.86,18.5,2026-04-28 11:46:50
TKR_005285,AST_01012,808.8,48.78,2026-04-30 15:46:50
TKR_005286,AST_01023,220.51,14.6,2026-04-22 17:46:50
TKR_005287,AST_01025,681.63,38.66,2026-04-30 16:46:50
TKR_005288,AST_01036,163.61,41.5,2026-04-07 10:46:50
TKR_005289,AST_01043,167.43,51.15,2026-04-25 00:46:50
TKR_005290,AST_01049,993.14,13.88,2026-05-05 16:46:50
TKR_005291,AST_01007,201.05,25.78,2026-04-24 05:46:50
TKR_005292,AST_01033,876.42,54.45,2026-05-06 02:46:50
TKR_005293,AST_01035,504.29,16.54,2026-04-13 09:46:50
TKR_005294,AST_01041,855.3,56.11,2026-04-13 18:46:50
TKR_005295,AST_01046,831.81,70.46,2026-05-06 18:46:50
TKR_005296,AST_01005,610.65,55.58,2026-04-10 00:46:50
TKR_005297,AST_01049,909.15,72.23,2026-04-26 20:46:50
TKR_005298,AST_01034,226.74,66.33,2026-04-17 09:46:50
TKR_005299,AST_01043,169.72,21.07,2026-04-20 02:46:50
TKR_005300,AST_01026,832.36,31.88,2026-04-23 10:46:50
TKR_005301,AST_01045,800.67,19.15,2026-04-18 11:46:50
TKR_005302,AST_01023,242.83,41.47,2026-04-24 10:46:50
TKR_005303,AST_01009,726.69,39.27,2026-04-08 12:46:50
TKR_005304,AST_01010,167.54,23.29,2026-05-04 18:46:50
TKR_005305,AST_01010,163.9,31.6,2026-04-23 14:46:50
TKR_005306,AST_01001,224.99,50.83,2026-04-10 16:46:50
TKR_005307,AST_01003,603.76,42.94,2026-04-09 19:46:50
TKR_005308,AST_01034,218.82,28.51,2026-04-08 13:46:50
TKR_005309,AST_01023,254.13,23.63,2026-05-02 01:46:50
TKR_005310,AST_01035,496.1,48.49,2026-04-14 16:46:50
TKR_005311,AST_01039,271.2,37.57,2026-04-29 04:46:50
TKR_005312,AST_01021,264.55,52.17,2026-04-26 00:46:50
TKR_005313,AST_01025,662.81,33.31,2026-04-21 01:46:50
TKR_005314,AST_01030,482.51,19.78,2026-04-24 19:46:50
TKR_005315,AST_01039,265.1,30.95,2026-04-18 19:46:50
TKR_005316,AST_01021,274.03,49.4,2026-04-24 17:46:50
TKR_005317,AST_01030,472.33,78.59,2026-05-01 10:46:50
TKR_005318,AST_01037,443.86,54.05,2026-04-17 23:46:50
TKR_005319,AST_01038,398.51,50.43,2026-04-23 20:46:50
TKR_005320,AST_01046,873.92,60.48,2026-04-09 05:46:50
TKR_005321,AST_01049,929.37,50.08,2026-05-04 21:46:50
TKR_005322,AST_01044,860.75,20.6,2026-04-11 14:46:50
TKR_005323,AST_01044,886.87,43.01,2026-04-15 00:46:50
TKR_005324,AST_01047,513.55,49.26,2026-04-28 04:46:50
TKR_005325,AST_01042,362.61,42.18,2026-04-23 10:46:50
TKR_005326,AST_01034,233.31,60.46,2026-04-18 21:46:50
TKR_005327,AST_01041,884.54,77.01,2026-05-03 19:46:50
TKR_005328,AST_01017,682.67,59.34,2026-04-25 09:46:50
TKR_005329,AST_01044,863.83,75.36,2026-04-30 15:46:50
TKR_005330,AST_01046,887.21,36.58,2026-04-16 18:46:50
TKR_005331,AST_01025,708.72,30.33,2026-05-05 00:46:50
TKR_005332,AST_01018,893.09,55.92,2026-05-08 11:46:50
TKR_005333,AST_01047,500.86,49.34,2026-04-23 17:46:50
TKR_005334,AST_01017,670.42,26.97,2026-04-09 23:46:50
TKR_005335,AST_01042,337.51,17.01,2026-05-06 20:46:50
TKR_005336,AST_01021,281.74,10.36,2026-04-30 21:46:50
TKR_005337,AST_01035,520.27,71.49,2026-05-07 20:46:50
TKR_005338,AST_01030,455.96,55.21,2026-04-28 09:46:50
TKR_005339,AST_01049,957.31,60.62,2026-04-10 07:46:50
TKR_005340,AST_01002,771.67,22.31,2026-05-07 13:46:50
TKR_005341,AST_01002,719.94,62.43,2026-05-04 15:46:50
TKR_005342,AST_01018,862.58,17.51,2026-05-03 09:46:50
TKR_005343,AST_01021,275.5,44.57,2026-04-17 20:46:50
TKR_005344,AST_01008,786.42,17.89,2026-05-05 08:46:50
TKR_005345,AST_01010,167.5,10.99,2026-05-01 08:46:50
TKR_005346,AST_01021,281.37,22.28,2026-05-03 21:46:50
TKR_005347,AST_01040,684.52,16.07,2026-05-06 13:46:50
TKR_005348,AST_01042,345.99,75.51,2026-04-11 04:46:50
TKR_005349,AST_01000,125.68,31.14,2026-04-16 14:46:50
TKR_005350,AST_01046,859.57,26.54,2026-04-23 20:46:50
TKR_005351,AST_01042,343.49,45.18,2026-04-11 05:46:50
TKR_005352,AST_01045,774.94,75.84,2026-05-02 03:46:50
TKR_005353,AST_01023,251.22,79.22,2026-04-27 04:46:50
TKR_005354,AST_01023,259.98,67.79,2026-04-21 15:46:50
TKR_005355,AST_01048,394.36,15.73,2026-04-15 19:46:50
TKR_005356,AST_01028,914.22,17.85,2026-04-24 02:46:50
TKR_005357,AST_01035,500.41,21.52,2026-05-06 18:46:50
TKR_005358,AST_01033,918.34,44.22,2026-04-19 06:46:50
TKR_005359,AST_01032,260.17,39.08,2026-04-22 14:46:50
TKR_005360,AST_01036,166.26,60.63,2026-04-09 21:46:50
TKR_005361,AST_01025,668.37,15.11,2026-04-16 23:46:50
TKR_005362,AST_01027,288.65,75.42,2026-04-19 17:46:50
TKR_005363,AST_01004,101.82,63.83,2026-05-07 09:46:50
TKR_005364,AST_01049,998.2,36.21,2026-04-28 20:46:50
TKR_005365,AST_01024,273.8,57.79,2026-04-22 12:46:50
TKR_005366,AST_01042,359.26,18.3,2026-05-05 20:46:50
TKR_005367,AST_01034,238.0,68.44,2026-04-20 23:46:50
TKR_005368,AST_01048,386.77,48.11,2026-04-08 14:46:50
TKR_005369,AST_01034,226.24,20.86,2026-04-20 07:46:50
TKR_005370,AST_01012,816.15,66.66,2026-05-08 00:46:50
TKR_005371,AST_01026,802.22,14.71,2026-04-27 00:46:50
TKR_005372,AST_01038,370.3,61.84,2026-04-09 21:46:50
TKR_005373,AST_01025,705.27,64.32,2026-04-22 06:46:50
TKR_005374,AST_01008,836.96,61.21,2026-04-24 07:46:50
TKR_005375,AST_01020,366.57,71.34,2026-04-26 21:46:50
TKR_005376,AST_01042,338.97,48.97,2026-04-24 09:46:50
TKR_005377,AST_01037,433.33,39.9,2026-05-06 05:46:50
TKR_005378,AST_01031,261.42,32.31,2026-04-09 20:46:50
TKR_005379,AST_01026,797.54,47.65,2026-04-18 12:46:50
TKR_005380,AST_01015,453.47,14.03,2026-05-05 22:46:50
TKR_005381,AST_01026,793.44,27.0,2026-05-08 16:46:50
TKR_005382,AST_01013,837.15,16.47,2026-04-18 14:46:50
TKR_005383,AST_01046,861.1,52.35,2026-05-04 08:46:50
TKR_005384,AST_01002,749.77,57.0,2026-05-03 00:46:50
TKR_005385,AST_01013,793.14,73.63,2026-04-23 10:46:50
TKR_005386,AST_01013,778.1,79.97,2026-05-07 23:46:50
TKR_005387,AST_01030,473.72,37.76,2026-05-07 19:46:50
TKR_005388,AST_01015,558.39,35.15,2026-04-25 09:46:50
TKR_005389,AST_01016,579.6,66.2,2026-04-19 15:46:50
TKR_005390,AST_01046,907.93,35.95,2026-04-23 10:46:50
TKR_005391,AST_01026,843.45,11.14,2026-04-09 07:46:50
TKR_005392,AST_01035,494.47,20.67,2026-05-07 23:46:50
TKR_005393,AST_01021,274.29,55.82,2026-04-15 07:46:50
TKR_005394,AST_01043,174.35,54.92,2026-04-18 15:46:50
TKR_005395,AST_01031,216.25,44.18,2026-04-22 11:46:50
TKR_005396,AST_01034,216.54,69.27,2026-04-28 16:46:50
TKR_005397,AST_01042,334.2,54.15,2026-04-09 13:46:50
TKR_005398,AST_01004,102.82,36.12,2026-04-30 06:46:50
TKR_005399,AST_01039,269.59,56.15,2026-04-28 19:46:50
TKR_005400,AST_01001,190.35,29.23,2026-04-08 13:46:50
TKR_005401,AST_01018,871.67,66.43,2026-04-08 22:46:50
TKR_005402,AST_01011,98.25,23.44,2026-04-11 16:46:50
TKR_005403,AST_01033,925.35,15.53,2026-04-16 08:46:50
TKR_005404,AST_01025,668.92,57.88,2026-04-22 22:46:50
TKR_005405,AST_01005,621.73,16.55,2026-04-28 20:46:50
TKR_005406,AST_01024,281.04,59.2,2026-04-20 01:46:50
TKR_005407,AST_01005,623.23,49.61,2026-04-23 20:46:50
TKR_005408,AST_01006,699.43,73.09,2026-05-06 01:46:50
